image_id,load_pct
img_f79892aa5b17f70428e6,10.0
img_f7b03ec25c357f0c4454,100.0
img_f85b8be1f228d3f5e978,50.0
img_f87fb46d0997860a4e9d,60.0
img_f8e056edb8cce02c6054,10.0
img_f8e8e1a46bd8cea56146,40.0
img_f9b8a94127e5e942c403,10.0
img_fa6a45af6bce08f731e3,85.0
img_facb1675134c06cebda4,100.0
img_faf61368b44f4b05dba3,90.0
img_fb14cabd0f98a15953b7,100.0
img_fb2459d50cffa955356d,40.0
img_fbac5cec31f542c261f3,100.0
img_fc2fce1a2e886409d236,100.0
img_fc64bc2da07b45040541,95.0
img_fce1204f14a5932aaaf8,80.0
img_fced9877ec2b105d584e,2.0
img_fd3a68ec492752cef69e,100.0
img_fd6455fa9c84998eded9,50.0
img_fd760985709f08bbf91b,15.0
img_fe0f9be916d68290fcf1,75.0
img_fe3ac8264708b03eed14,90.0
img_fe56e644d5f59d078261,80.0
img_fe7ba9b469135331db51,25.0
img_fed5d1688f377753ca68,95.0
img_ff79f4fea547187f544e,50.0
img_ffbadd2ee398ec508dda,50.0
img_ffc5f613aa2009f2f706,10.0
